tanggal,judul,isi_berita,link
2023/06/08 13:04:32,UI Respons Ratusan Maba Protes Biaya Tak Sesuai Kemampuan Finansial,"Universitas Indonesia (UI) merespons kabar ratusan calonmahasiswabaru jalur Seleksi Nasional Berdasarkan Prestasi (SNBP) yang keberatan dengan Biaya Operasional Pendidikan (BOP) Para calon mahasiswa baru itu menilai biaya operasional yang ditetapkan tak sesuai dengan kemampuan finansial. Kepala Biro Humas dan KIP UI Amelita Lusia lalu menjelaskan bahwa mekanisme dalam penetapan biaya kuliah dilakukan dengan mempertimbangkan berbagai aspek. Amelita menyebut pada prinsipnya, tidak ada mahasiswa yang sudah diterima di UI tidak jadi kuliah karena alasan finansial. Ia mengklaim ada mahasiswa yang dikenai biaya kuliah Rp500 ribu hingga Rp1 juta. Hal itu karena disesuaikan dengan profil dan latar belakang mahasiswa. ""Biaya kuliah yang ditetapkan tersebut kemudian ada yang diterima oleh mahasiswa, ada yang mengajukan permohonan pembayaran biaya kuliah dengan menyicil, ada pula yang mengajukan proses validasi ulang karena berbagai hal seperti yang saat ini sedang berlangsung,"" ujar Amelita kepadaCNNIndonesia.com, Rabu (7/6) malam. Proses validasi itu, kata Amelita, masih berlangsung hingga sekarang. Adapun hasil penetapannya baru akan diumumkan pada 20 Juni 2023 mendatang. ""Jadi, karena masih berproses, kami mohon agar bersabar karena belum final,"" kata dia. Ketua BEM UI Melki Sedek Huang sebelumnya mengatakan ada ratusan maba UI jalur SNBP merasa keberatan dengan BOP karena dianggap tak sesuai dengan kemampuan finansial. Melki menyebut BOP mahasiswa baru jalur seleksi nasional tahun ajaran 2023/2024 telah ditetapkan pada 31 Mei 2023. Namun, Melki mengatakan nominal yang diberikan sangat mengecewakan dan jauh dari asas berkeadilan. ""Tercatat 692 mahasiswa baru atau satu pertiga dari total mahasiswa jalur nasional mengeluhkan penetapan BOP yang tidak sesuai dengan kemampuan finansialnya,"" ujar Melki lewat unggahan di Instagram BEM UI. Data ratusan mahasiswa tersebut didapatkan Melki dari survei BEM UI. Menurut dia, survei itu berisikan data valid mahasiswa baru UI angkatan 2023 jalur SNBP. Melki menilai jumlah mahasiswa baru yang mengeluh itu dapat dipastikan akan terus bertambah. Hal itu mengingat jalur-jalur penerimaan lain yang belum terlaksana. ""Seluruh mahasiswa baru sebelumnya telah mengisi data kemampuan ekonominya juga melengkapi semua berkas yang dibutuhkan. Tapi bodohnya UI malah tetap menetapkan biaya pendidikan tertinggi (Rp17,5-Rp20 Juta) bagi mayoritas mahasiswa baru,"" kata Melki dalam keterangannya, Rabu (7/6). Melki mengaku belum menerima respons klarifikasi dari pimpinan UI hingga saat ini. Padahal, ia menyebut media sosial Twitter, Tiktok, dan Instagram telah dipenuhi kritik dan keluhan dari mahasiswa baru UI. ""Tindakan UI jelas-jelas menyalahi prinsip berkeadilan dalam Surat Keputusan Rektor Tahun 2023 No. 402 tentang Biaya Pendidikan, di mana penetapan tarif Uang Kuliah Tunggal (UKT) ditentukan dengan memperhatikan kemampuan ekonomi mahasiswa,"" tutur dia. Kemudian, Melki pun bertanya apakah UI masih menjadi lembaga pendidikan. ""Atau jangan-jangan UI hanya melihat mahasiswanya sebagai komoditas pasar?"" tambah dia.",https://www.cnnindonesia.com/nasional/20230608115830-20-959213/ui-respons-ratusan-maba-protes-biaya-tak-sesuai-kemampuan-finansial
2023/05/10 14:51:30,VIDEO: Beasiswa Pendidikan Indonesia 2023 Dibuka,"Beasiswa Pendidikan Indonesia, atau BPI kembali digelar tahun ini. BPI sendiri adalah beasiswa mulai S1 hingga S3 dari Kemendikbud Ristek dengan pendanaan dari lembaga pengelola dana pendidikan atau LPDP Kementerian Keuangan. Pendanaan ini meliputi dana pendidikan hingga dana pendukung, seperti dana hidup bulanan dan tunjangan keluarga. Meski begitu, masih banyak calon sasaran yang belum mengetahui adanya beasiswa ini.",https://www.cnnindonesia.com/tv/20230510144729-405-947799/video-beasiswa-pendidikan-indonesia-2023-dibuka
2023/05/05 21:25:43,"Kerja Sambil Kuliah, Insan PNM Ini Buktikan Buah Manis Pendidikan","PT Permodalan Nasional Madani (PNM) terus melakukan pemberdayaan. Bukan hanya kepada nasabah tetapi juga karyawan sebagai garda terdepan bisnis perusahaan pembiayaan yang tergabung dalam Holding Ultra Mikro. Dyah Ayu Febrianti Wabang merupakan salah satu Insan PNM yang merasakan manfaat dari pemberdayaan karyawan melalui beasiswa pendidikan. Ayu bergabung menjadi Account Officer (AO) PNM sejak 2018. Ayu berkesempatan bertemu dengan Menteri BUMN RI, Erick Thohir di Kantor Pusat PNM pada 2021 silam. Sebagai AO berprestasi, Ia pun mendapatkan beasiswa pendidikan S1 dan mengambil jurusan manajemen di Universitas Terbuka. Ayu melanjutkan jenjang pendidikan karena akan membantunya mengembangkan karir dan pola pikir. ""Kuliah sambil kerja banyak sekali tantangannya, tapi kalau saya tidak menjalani kuliah ini dengan sungguh-sungguh saya yang rugi. Apalagi sejak kuliah saya jadi melihat banyak perspektif baru yang sebelumnya tidak terpikirkan,"" kata Ayu dikutip Jumat (5/5). Ayu yang saat ini sudah memasuki perkuliahan semester lima merasa termotivasi bisa tetap bekerja sambil berkuliah. Baginya, jika saat kuliah Ayu belajar mengenai teori manajemen, saat di lapangan bertemu dengan nasabah ultra mikro Ia bisa langsung menerapkan apa yang dipelajari saat kuliah. ""Jadi yang saya dapatkan komplit. Teori dan praktiknya bisa langsung diselaraskan,"" ujar Ayu. Hasil kerja kerasnya pun membuahkan hasil. Kinerja dan pendidikan yang sedang dijalaninya membawa Ayu pada tingkat karir yang meningkat di PNM dari Account Officer menjadi Kepala Unit Mekaar Alor Barat Laut, NTT. Ayu semakin yakin pentingnya pendidikan bagi generasi muda khususnya perempuan yang telah bekerja. Butuh usaha ekstra untuk menjalani peran ganda sebagai pekerja dan mahasiswa. Namun, Ayu terus mengingatkan teman-temannya untuk kuliah sesegera mungkin agar apa yang dipelajari bisa bermanfaat bagi diri sendiri dan juga masyarakat prasejahtera. ""Biasanya kalau sudah keenakan kerja banyak ragunya untuk mulai kuliah. Makanya harus punya tekad yang kuat dan konsisten menjalaninya. Apalagi buat perempuan, nanti akan jadi ibu, pertimbangannya pasti akan lebih banyak lagi,"" kata Ayu. Sebagai perusahaan yang telah menyalurkan pembiayaan lebih dari Rp19 Triliun kepada nasabah (periode Januari - Maret 2023), PNM berkomitmen untuk terus tumbuh dengan memberikan kontribusi bagi ekonomi nasional, juga peduli dengan memberikan manfaat pada sektor pendidikan.",https://www.cnnindonesia.com/ekonomi/20230505205543-104-945918/kerja-sambil-kuliah-insan-pnm-ini-buktikan-buah-manis-pendidikan
2023/03/31 04:00:02,"Daftar Kampus Komunikasi Terbaik di Indonesia, Asia, Dunia QS WUR 2023","Komunikasi jadi salah satu pilihanstudiyang banyak dipilih mahasiswa masa kini. Berikut daftarkampuskomunikasi terbaik di Indonesia, Asia, dan dunia yang bisa dijadikan pertimbangan. Ilmu komunikasi pada dasarnya merupakan studi yang mempelajari proses penyampaian pesan secara efektif dari pemberi ke penerima pesan melalui berbagai medium. Dalam studi komunikasi, mahasiswa akan mempelajari banyak hal mulai dari media massa, periklanan, hingga komunikasi media sosial. Kesempatan karier bagi lulusan studi komunikasi juga terbilang tinggi. Tak heran jika studi ini diburu banyak orang. QS World University Ranking (WUR) telah merilis daftar pemeringkatan kampus-kampus terbaik di dunia teranyarnya. Pemeringkatan ini mengikutsertakan lebih dari 1.500 institusi pendidikan di dunia. Lantas, apa kampus komunikasi terbaik di Indonesia versi QS WUR 2023? Dalam daftar tersebut, hanya ada 1 perguruan tinggi di Indonesia yang dinilai memiliki studi komunikasi terbaik versi QS WUR. Kampus itu adalah Universitas Indonesia. Studi komunikasi di UI berada pada peringkat sekitar 201-250 di dunia. Namun, tak ada nilai skor keseluruhan yang didapat kampus tersebut. Di UI, studi komunikasi berada di bawah Fakultas Ilmu Sosial dan Politik (FISIP). Ada juga beberapa kampus komunikasi terbaik di Asia berdasarkan pemeringkatan tersebut. Berikut di antaranya: Nilai skor keseluruhan: 90Ranking di dunia: 6 Nilai skor keseluruhan: 84,7Ranking di dunia: 20 Nilai skor keseluruhan: 83,7Ranking di dunia: 23 Nilai skor keseluruhan: 80,5Ranking di dunia: 37 Nilai skor keseluruhan: 80,4Ranking di dunia: 38 Nilai skor keseluruhan: 79,8Ranking di dunia: 43 Nilai skor keseluruhan: 79,1Ranking di dunia: 49 Ini adalah informasi bagi Anda yang ingin meneruskan pendidikan tinggi di luar negeri. Anda bisa memilih satu di antara kampus komunikasi terbaik di dunia berikut ini. 1. University of Amsterdam, Belanda Skor: 97,2 2. University of Southern Carolina, AS Skor: 92,7 3. The London School of Economics and Political Science (LSE), Inggris Skor: 91,7 4. Stanford University, AS Skor: 90,9 5. University of Texas at Austin, AS Skor: 90,6 6. Nanyang Technological University (NTU) Singapura Skor: 90 7. University of Pennsylvania, AS Skor: 88,9 8. University of Wisconsin-Madison, AS Skor: 88,4 9. Michigan State University, AS Skor: 87,2 10. New York University (NYU) Skor: 86,8 Demikian daftar kampus komunikasi terbaik di Indonesia, Asia, dan dunia yang bisa dijadikan pertimbangan.",https://www.cnnindonesia.com/gaya-hidup/20230330174529-284-931515/daftar-kampus-komunikasi-terbaik-di-indonesia-asia-dunia-qs-wur-2023
2023/03/30 12:45:42,Daftar 5 Perguruan Tinggi Terbaik di Indonesia Versi QS WUR 2023,"Seperti tahun-tahun sebelumnya, World University Ranking (WUR) kembali merilis daftar kampus terbaik. Dari daftar tersebut, apa saja kampus yang masuk daftarperguruan tinggiterbaik di Indonesia? Pada tahun ini, Massachusetts Institute of Technology (MIT), Amerika Serikat (AS) jadi kampus terbaik di dunia versi QS WUR. Selain MIT, ada juga beberapa kampus lain yang mejeng di posisi tiga teratas seperti Cambridge University, Inggris dan Stanford University, AS. Lantas, bagaimana dengan kampus di Indonesia? Tak ada satu pun kampus Indonesia yang berhasil masuk jajaran 100 besar kampus terbaik di dunia. Di tingkat Asia, tercatat hanya ada empat kampus yang masuk dalam jajaran 100 besar. Keempat kampus tersebut di antaranya Universitas Gadjah Mada (UGM), Institut Teknologi Bandung (ITB), Universitas Indonesia (UI), dan Universitas Airlangga (UNAIR). Pemeringkatan ini dibuat dari hampir 1.500 institusi pendidikan di seluruh dunia. Beberapa kriteria yang digunakan mulai dari reputasi akademik hingga jumlah siswa internasional yang terdaftar. Daftar ini juga memuat pemeringkatan kampus-kampus terbaik di masing-masing negara. Berikut beberapa perguruan tinggi terbaik di Indonesia versi QS WUR 2023. Berlokasi di DI Yogyakarta, UGM jadi kampus terbaik di Indonesia. Kampus ini memiliki skor keseluruhan 40,2. Di tingkat Asia, UGM berada di posisi 60 besar. Sementara di dunia, UGM berdiri di posisi 231. Perguruan tinggi yang ada di Bandung ini juga jadi salah satu kampus terbaik. ITB memiliki nilai skor keseluruhan 39,5. Sama seperti UGM, ITB juga masuk daftar 60 besar perguruan tinggi terbaik di Asia. Sementara di tingkat dunia, ITB duduk di peringkat 235. Universitas Indonesia (UI) berlokasi di Depok, Jawa Barat. Perguruan tinggi negeri (PTN) ini mendapatkan nilai skor keseluruhan 38,7. Sama seperti UGM dan ITB, UI juga masuk daftar 60 besar kampus terbaik di Asia. Sementara di dunia, UI duduk di peringkat ke-248. Berlokasi di Surabaya, Jawa Timur, UNAIR memiliki nilai skor keseluruhan 29,9. Di Asia, kampus satu ini masuk daftar 100 besar. Sementara di dunia, UNAIR cukup berbangga dengan berada di peringkat ke-369. PTN yang berada di Bogor, Jawa Barat ini memiliki nilai skor keseluruhan 26,2. Di dunia, IPB duduk pada peringkat ke-449. Selain lima daftar di atas, ada juga beberapa kampus lain yang masuk dalam jajaran 10 besar. Namun, tak dijelaskan dengan pasti nilai skor keseluruhan yang dimiliki kampus-kampus tersebut. Berikut di antaranya: 6. Institut Teknologi Sepuluh Nopember (ITS) Surabaya, Jawa Timur (peringkat 701-750 di dunia) 7. Universitas Padjadjaran (Unpad) Bandung, Jawa Barat (peringkat 751-800 di dunia) 8. Universitas Diponegoro, Semarang, Jawa Tengah (peringkat 801-1000 di dunia) 9. Universitas Brawijaya, Malang, Jawa Timur (peringkat 801-1000 di dunia) 10. Bina Nusantara University (BINUS) Jakarta (peringkat 1001-1200 di dunia)",https://www.cnnindonesia.com/gaya-hidup/20230330104030-284-931198/daftar-5-perguruan-tinggi-terbaik-di-indonesia-versi-qs-wur-2023
2023/03/15 20:15:15,Temukan Universitas Internasional Lewat Indonesia Education Fair,"Indonesia Education Fair akan hadir selama dua hari di Jakarta pada 25 & 26 Maret. Acara ini akan memberikan kesempatan kepada siswa dan wali untuk bertemu langsung dengan 100 universitas dan perguruan tinggi terkemuka dari 10 negara lebih. Acara ini menawarkan kesempatan unik untuk mendapatkan saran serta masukan gratis yang dipersonalisasi langsung dari staf penerimaan universitas dari seluruh dunia. Indonesia Education Fairakan diorganisir oleh BMI & Times Higher Education, pemilik World University Ranking bergengsi, dan didukung Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi. Acara ini diselenggarakan karena ketertarikan pada institusi pendidikan tinggi internasional kian melonjak. Bahkan, jumlah pendaftaran meningkat sebanyak dua hingga tiga kali lipat pada universitas di Australia, AS, dan Inggris. Akibatnya, masuk ke Universitas terbaik menjadi semakin kompetitif. Sehingga semakin penting bagi siswa untuk dapat unggul selama proses seleksi. Cara yang paling efektif untuk mencapai hal tersebut adalah dengan bertemu langsung dengan orang-orang yang membuat keputusan penerimaan kampus. Peluang inilah yang akan tersedia pada Indonesia Education Fair. CEO dari Indonesia Education Fair Samir Zaveri mengatakan, selama beberapa dekade pihaknya telah menjalankan rangkaian acara ini di Timur Tengah, Asia, Eropa, Afrika, dan Amerika. ""Untuk Indonesia khususnya, kami telah melihat standar pendidikan meningkat dan kami tahu betapa pentingnya bagi keluarga di sini untuk memiliki akses ke kesempatan pendidikan terbaik di dunia,"" kata Samir dalam keterangannya, Rabu (15/3). ""Kami membawa lebih dari institusi luar biasa dari seluruh dunia, sehingga lebih mudah dan nyaman bagi siswa di Indonesia untuk menemukan program studi yang sempurna dan membentuk masa depan akademik dan profesional mereka,"" ujarnya. Sejumlah pakar akan hadir dalam acara ini, dengan perwakilan dari lebih dari 40 institusi yang menampilkan beragam program sarjana, pascasarjana, eksekutif dan kursus singkat yang mencakup segala hal mulai dari STEM hingga bisnis, media kreatif, seni dan humaniora, AI dan teknologi digital, pariwisata, hingga perhotelan dan manajemen. Perwakilan dari organisasi pemerintah seperti Campus France, Education in Ireland akan hadir untuk menjelaskan prosedur visa dan imigrasi serta menunjukkan kualitas pendidikan yang ditawarkan di negara masing-masing. Selain itu, peserta akan menemukan berbagai sekolah menengah luar biasa, sekolah independen, dan program jalur bahasa untuk mendukung transisi ke perguruan tinggi. Daftar lengkap negara dan institusi yang berpartisipasi dapat ditemukan di bawah dan di situs web acara, bersama dengan jadwal seminar harian dari institusi terkenal dunia seperti Hanyang University Kores, Huron University, Purdue Universituy, University of Nottingham, Chinese University of Hong Kong dan Full Sail University dan masih banyak lainnya. Masuk ke pameran gratis, akan tetapi pengunjung sangat dianjurkan untukdaftar onlineterlebih dahulu untuk masuk dengan jalur cepat.",https://www.cnnindonesia.com/nasional/20230315193317-25-925592/temukan-universitas-internasional-lewat-indonesia-education-fair
2022/10/27 11:45:07,Daftar Terkini Universitas di Indonesia Berstatus PTN-BH,"Sejumlah limauniversitasnegeri telah ditetapkan oleh Presiden Joko Widodo (Jokowi) menjadi Perguruan Tinggi Negeri Badan Hukum atau PTN-BH melalui Peraturan Pemerintah (PP) pada 20 Oktober lalu. Lantas, apa saja daftar universitas PTNBH terkini? Lima universitas tersebut termasuk Universitas Negeri Yogyakarta (UNY), Universitas Negeri Semarang (Unnes), Universitas Negeri Surabaya (Unesa), Universitas Syiah Kuala (Unsyiah), dan Universitas Terbuka. ""Dengan ditandatanganinya oleh Presiden Republik Indonesia Ir. Joko Widodo PP No. 36 Tahun 2022 tentang Perguruan Tinggi Badan Hukum Universitas Negeri Semarang, tertanggal 20 Oktober 2022. Maka terhitung sejak tanggal tersebut UNNES resmi berubah status kelembagaan dari PTN-BLU menjadi PTN-BH,"" ujar RektorUnnes, Fathur Rokhman, dikutip dari laman resmi kampus, Rabu (26/10). Fathur Rokhman menjelaskan, PTNBH merupakan cita-cita besar Unnes untuk menjadi perguruan tinggi kelas dunia dan membangun pendidikan yang berkualitas di Indonesia. Perguruan Tinggi Negeri Badan Hukum atau PTN-BH adalah perguruan tinggi yang didirikan pemerintah dengan status sebagai badan hukum publik yang otonom. PTN-BH bisa dikatakan sebagai tingkat teratas status universitas di Indonesia. Mengutip laman Pusat Layanan Pembiayaan Pendidikan Kementerian Pendidikan, Kebudayaan Riset dan Teknologi, daftar universitas PTNBH secara bertahap akan memperoleh dana abadi perguruan tinggi. Harapannya, dana abadi ini dapat menjadi pemacu untuk menjadikan perguruan tinggi berkelas dunia dan mendorong PTN lain yang belum menjadi PTN-BH bisa segera mengikuti. Dengan penambahan di atas, kini tercatat sebanyak 21 perguruan tinggi di Indonesia sudah berstatus sebagai PTN-BH. Adapun daftar universitas yang telah resmi menjadi PTN-BH antara lain: 1. Universitas Indonesia (UI)2. Institut Teknologi Bandung (ITB)3. Institut Pertanian Bogor (IPB)4. Universitas Gadjah Mada (UGM)5. Institut Teknologi Sepuluh Nopember (ITS)6. Universitas Padjadjaran (Unpad)7. Universitas Diponegoro (Undip)8. Universitas Airlangga (Unair)9. Universitas Brawijaya (UB)10. Universitas Sumatera Utara (USU)11. Universitas Hasanuddin (Unhas)12. Universitas Sebelas Maret (UNS)13. Universitas Pendidikan Indonesia (UPI)14. Universitas Negeri Malang (UM)15. Universitas Andalas (Unand)16. Universitas Negeri Padang (UNP)17. Universitas Negeri Semarang (UNNES)18. Universitas Negeri Surabaya (Unesa)19. Universitas Syiah Kuala (USK)20. Universitas Terbuka (UT)21. Universitas Negeri Yogyakarta (UNY) Demikian daftar universitas PTNBH yang perlu diketahui sejauh ini.",https://www.cnnindonesia.com/gaya-hidup/20221027074021-284-865917/daftar-terkini-universitas-di-indonesia-berstatus-ptn-bh
2022/10/13 14:30:26,Daftar 15 Kampus Terbaik di Indonesia Versi The WUR 2023,"Times Higher Education (THE) kembali merilis daftaruniversitasterbaik melalui The World University Rankings (THE WUR) 2023. Ada beberapa kampus terbaik Indonesia versi THE WUR 2023 yang perlu Anda tahu. Pemeringkatan ini bisa jadi pertimbangan bagi Anda yang tengah mencari kampus untuk kuliah. Mengutip lamanTHE, The WUR adalah pemeringkatan kampus-kampus terbaik di dunia. The WUR dibuat dengan menggunakan 13 indikator yang terbagi ke dalam lima bidang. Kelima bidang itu di antaranya lingkungan belajar, penelitian, pengaruh riset,international income, dan transfer pengetahuan. Pada tahun ini, University of Oxford kembali menduduki peringkat teratas selama tujuh tahun berturut-turut. Diikuti selanjutnya oleh Harvard University. Sementara Cambridge University melompat dari peringkat ke-5 pada tahun lalu menjadi peringkat ke-3. Tak hanya di dunia, pemeringkatan juga dilakukan pada masing-masing negara, termasuk di antaranya Indonesia. Dengan metodologi yang sama, berikut daftar kampus terbaik di Indonesia versi The WUR 2023: 1. Universitas Indonesia, Depok, Jawa Barat Peringkal global: 1001-1200 2. Universitas Airlangga, Surabaya, Jawa Timur Peringkat global: 1201-1500 3. Institut Teknologi Bandung, Bandung, Jawa Barat Peringkat global: 1201-1500 4. Binus University, Jakarta Peringkat global: 1201-1500 5. Universitas Gadjah Mada, DI Yogyakarta Peringkat global: 1201-1500 6. Universitas Hasanuddin, Makassar, Sulawesi Selatan Peringkat global: 1201-1500 7. Institut Pertanian Bogor, Bogor, Jawa Barat Peringkat global: 1201-1500 8. Universitas Pendidikan Indonesia, Bandung, Jawa Barat Peringkat global: 1201-1500 9. Universitas Sebelas Maret, Solo, Jawa Tengah Peringkat global: 1201-1500 10. Universitas Negeri Malang, Malang, Jawa Timur Peringkat global: 1201-1500 11. Institut Teknologi Sepuluh Nopember, Surabaya, Jawa Timur Peringkat global: 1201-1500 12. Universitas Brawijaya, Malang, Jawa Timur Peringkat global: 1501 ke bawah 13. Universitas Diponegoro, Semarang, Jawa Tengah Peringkat global: 1501 ke bawah 14. Universitas Islam Indonesia, DI Yogyakarta Peringkat global: 1501 ke bawah 15. Universitas Padjadjaran, Bandung, Jawa Barat Peringkat globat: 1501 ke bawah Demikian daftar kampus terbaik di Indonesia versi The WUR 2023.",https://www.cnnindonesia.com/gaya-hidup/20221013133407-284-860063/daftar-15-kampus-terbaik-di-indonesia-versi-the-wur-2023
2022/10/05 20:19:00,"Dukung Kemajuan Pendidikan, Freeport Sudah Beri Belasan Ribu Beasiswa","Sejak lama, pemberian beasiswa telah menjadi komitmen PT Freeport Indonesia (PTFI) sebagai bagian dari upaya memajukan pendidikan nasional. Setiap tahun, PT Freeport Indonesia menyediakan antara 1.000 sampai 1.500 beasiswa. Direktur Sustainability & Community Relation Claus Wamafma mengatakan, hingga saat ini PT Freeport Indonesia telah memberi lebih dari 12 ribu beasiswa. ""Baik (berbentuk) beasiswa, dukungan dalam bentuk infrastruktur maupun dukungan-dukungan lain untuk memastikan bahwa pendidikan ini bisa dinikmati pertama-tama oleh masyarakat di mana kami beroperasi, masyarakat Papua, kemudian masyarakat luas,"" kata Claus dalam kegiatan Orasi Ilmiah bertema Transformasi Ekonomi dan Hilirisasi dengan Kearifan Lokal, Rabu (5/10). Claus menjelaskan, sejak 1992, PT Freeport Indonesia telah berkontribusi hingga US$1,9 miliar untuk mendukung pembangunan dan pengembangan masyarakat di Papua dan wilayah lain di Indonesia. Pemberian beasiswa menjadi salah satu strategi untuk mendorong mahasiswa yang ke depannya diharapkan dapat berperan dalam hilirisasi industri. ""Bentuknya (dukungan) macam-macam, ada ekonomi, pendidikan, kesehatan, infrastruktur, dan hal-hal lain yang sifatnya mendukung transportasi di daerah-daerah,"" kata Claus. Pada kegiatan Orasi Ilmiah bertema Transformasi Ekonomi dan Hilirisasi dengan Kearifan Lokal yang digelar di Universitas Gadjah Mada, Jogjakarta pada Rabu (5/10), sebanyak 50 mahasiswa menerima beasiswa dari PT Freeport Indonesia. Hadir dalam kegiatan Orasi Ilmiah tersebut, adalah Menteri Investasi Bahlil Lahadalia, Chairman of the Board and Chief Executive Officer of Freeport-McMoRan Richard Adkerson, Presiden Direktur PT Freeport Indonesia Tony Wenas, serta Rektor UGM Ova Emilia.",https://www.cnnindonesia.com/ekonomi/20221005191938-630-856835/dukung-kemajuan-pendidikan-freeport-sudah-beri-belasan-ribu-beasiswa
2022/09/07 13:26:58,Nadiem Ubah Pola Seleksi Masuk Perguruan Tinggi Negeri,"MendikbudristekNadiem Makarimmengubah pola seleksi mahasiswa baru di perguruan tinggi negeri (PTN). Kini ada tiga jalur tanpa tes mata pelajaran seperti sebelumnya. Tidak ada pula pembedaan jurusan IPA dan IPS dalam seleksi masuk perguruan tinggi negeri. ""Kali ini berbeda. Dalam seleksi ini, tidak ada lagi tes mata pelajaran,"" kata Nadiem lewat siaran pers, Rabu (7/9). Seleksi masuk perguruan tinggi negara terdiri dari jalur prestasi, tes skolastik dan seleksi mandiri oleh kampus masing-masing. Masing-masing jalur memiliki perbedaan. Di jalur ini, seleksi akan fokus pada pencapaian siswa di seluruh mata pelajaran yang tertuang dalam buku rapor di SMA. Jalur ini menggantikan Seleksi Nasional Masuk PTN (SNMPTN). Rapor akan menjadi rujukan utama, sehingga siswa didorong untuk mendapat nilai yang baik di seluruh mata pelajaran serta aspek minat dan bakat. Pemeringkatan didasari 50 persen rata-rata nilai rapor seluruh mata pelajaran dan 50 persen komponen minat dan bakat. ""Nantinya peserta didik diharapkan agar menyadari bahwa semua mata pelajaran adalah penting dan agar mereka membangun prestasinya sesuai minat dan bakat,"" kata Nadiem. Seleksi juga tidak lagi ada pembedaan jurusan IPA dan IPS. Menurut Nadiem, pemisahan itu bertujuan agar seluruh pelajar memiliki kesempatan yang sama. ""Untuk sukses di masa depan peserta didik perlu memiliki kompetensi yang holistik dan lintas disipliner. Contohnya, seorang pengacara harus punya ilmu dasar tentang hukum, tetapi juga harus memiliki ilmu komunikasi yang jadi pembeda,"" ujar Mendikbudristek. Jalur ini berbeda dengan Seleksi Bersama Masuk PTN (SBMPTN) yang selama ini dilakukan. SBMPTN yang berisi tes berisi banyak materi dari berbagai mata pelajaran tidak akan dipakai lagi. Dalam seleksi ini, calon mahasiswa perguruan tinggi negeri hanya akan menghadapi tes kognitif, literasi dan penalaran beberapa mata pelajaran saja. ""Kali ini berbeda. Dalam seleksi ini, tidak ada lagi tes mata pelajaran, tetapi hanya tes skolastik yang mengukur empat hal yaitu potensi kognitif, penalaran matematika, literasi dalam bahasa Indonesia, dan literasi dalam bahasa Inggris,"" ucap Nadiem. ""Soal pada seleksi ini akan menitikberatkan kemampuan penalaran peserta didik, bukan hafalan,"" kata Nadiem. Seleksi mandiri digelar oleh masing-masing perguruan tinggi negeri. Pemerintah mengatur agar seleksi mandiri dilakukan secara lebih transparan. PTN harus melakukan beberapa hal sebelum dan setelah seleksi mandiri. Sebelum seleksi mandiri digelar, PTN wajib mengumumkan jumlah calon mahasiswa di tiap fakultas dan program studi. Kemudian, PTN juga harus mengumumkan metode penilaian yang terdiri dari tes mandiri, tes kerja sama lewat konsorsium perguruan tinggi. PTN pun harus mengumumkan besaran biaya yang dibebankan bagi calon mahasiswa yang lulus seleksi jalur mandiri. ""Sesudah pelaksanaan seleksi secara mandiri PTN diwajibkan mengumumkan beberapa hal, antara lain jumlah peserta seleksi yang lulus seleksi dan sisa kuota yang belum terisi,"" kata Nadiem. Ada pula masa sanggah usai pengumuman calon mahasiswa yang lolos seleksi sebanyak lima hari.",https://www.cnnindonesia.com/nasional/20220907130744-20-844532/nadiem-ubah-pola-seleksi-masuk-perguruan-tinggi-negeri
2022/08/16 17:04:10,Daftar 20 Perguruan Tinggi Terbaik di Indonesia 2022 versi Unirank,"Ada lebih dari 500 universitas atauperguruan tinggi, baik negeri maupun swasta yang tersebar di seluruh penjuru Indonesia. Kampus-kampus ini menawarkan berbagai modelpendidikandan jurusan yang beragam untuk para mahasiswanya. Sebuah lembaga pemeringkat universitas dari Sydney, Australia bernama Unirank membuat daftar peringkat universitas terbaik di Indonesia 2022. Berikut daftar perguruan tinggi terbaik Unirank 2022. Pemeringkatan yang dilakukan Unirank ditetapkan berdasarkan tiga faktor. Pertama adalah kampus yang terakreditasi oleh pemangku kebijakan lembaga pendidikan tinggi di Indonesia. Kedua, menawarkan jenjang pendidikan sarjana (S1), magister (S2), dan doktoral (S3). Faktor yang terakhir adalah memberikan pembelajaran formal dengan format tatap muka. Unirank memeringkatkan ratusan perguruan tinggi di Indonesia dari yang paling teratas hingga terbontot. Berikut daftar 20 perguruan tinggi terbaik Unirank 2022. 1. Universitas Indonesia2. Universitas Gadjah Mada3. Universitas Brawijaya4. Institut Teknologi Bandung5. Universitas Airlangga6. Universitas Bina Nusantara7. Universitas Padjadjaran8. Universitas Sebelas Maret9. Universitas Diponegoro10. Institut Pertanian Bogor 11. Universitas Telkom Bandung12. Institut Teknologi Sepuluh Nopember13. Universitas Pendidikan Indonesia14. Universitas Negeri Semarang15. Universitas Teknokrat Indonesia16. Universitas Negeri Yogyakarta17. Universitas Gunadarma18. Universitas Jenderal Soedirman19. Universitas Jember20. Universitas Negeri Malang Itulah perguruan tinggi terbaik unirank 2022 yang ada di Indonesia.",https://www.cnnindonesia.com/gaya-hidup/20220816163424-284-835389/daftar-20-perguruan-tinggi-terbaik-di-indonesia-2022-versi-unirank
